Question,Target Answer,Model Name,Prompt Style,Full Prompt,Answer,"Sample (n=300, model=gpt-4-0314)","Sample (n=300, model=gpt-3.5-turbo-0301)"
 Chloe was playing a trivia game. In the first round she scored 40 points and in the second round she scored 50 points. In the last round she lost 4 points. How many points did she have at the end of the game? ,86,gpt-3.5-turbo-0301,sbs,"Q:  Chloe was playing a trivia game. In the first round she scored 40 points and in the second round she scored 50 points. In the last round she lost 4 points. How many points did she have at the end of the game? 

A: Let's think step by step. Chloe scored 40 points in the first round and 50 points in the second round, so her total score before the last round was:

40 + 50 = 90

In the last round, she lost 4 points, so her final score was:

90 - 4 = 86

Therefore, Chloe had 86 points at the end of the game. Therefore, the answer (arabic numerals) is",86,False,False
" At the arcade, Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. If he spent 7 of his tickets on a hat, how many tickets does Tom have left? ",50,gpt-3.5-turbo-0301,sbs,"Q:  At the arcade, Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'. If he spent 7 of his tickets on a hat, how many tickets does Tom have left? 

A: Let's think step by step. 1. Tom won 32 tickets playing 'whack a mole' and 25 tickets playing 'skee ball'.
2. To find out how many tickets he won in total, we need to add the two amounts: 32 + 25 = 57 tickets.
3. Tom spent 7 of his tickets on a hat.
4. To find out how many tickets he has left, we need to subtract the amount he spent from the total amount he won: 57 - 7 = 50 tickets.
5. Therefore, Tom has 50 tickets left. Therefore, the answer (arabic numerals) is",50,False,False
" Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have? ",25,gpt-3.5-turbo-0301,sbs,"Q:  Bianca and her mom were picking carrots from their garden. Bianca picked 26 and her mother picked 15. If only 16 of the carrots were good, how many bad carrots did they have? 

A: Let's think step by step. 1. Bianca picked 26 carrots and her mother picked 15, so they picked a total of 26 + 15 = 41 carrots.
2. Out of the 41 carrots, only 16 were good. This means that the remaining carrots were bad.
3. To find out how many bad carrots they had, we can subtract the number of good carrots from the total number of carrots: 41 - 16 = 25.
4. Therefore, Bianca and her mom had 25 bad carrots. Therefore, the answer (arabic numerals) is",25,False,True
 For the school bake sale Katie made pastries. She baked 7 cupcakes and 5 cookies. After the sale she had 8 to take back home. How many pastries did she sell? ,4,gpt-3.5-turbo-0301,sbs,"Q:  For the school bake sale Katie made pastries. She baked 7 cupcakes and 5 cookies. After the sale she had 8 to take back home. How many pastries did she sell? 

A: Let's think step by step. 1. Katie baked 7 cupcakes and 5 cookies, so she had a total of 7 + 5 = 12 pastries.
2. After the sale, she had 8 pastries left, so she must have sold 12 - 8 = 4 pastries.
3. However, we need to figure out how many of those 4 pastries were cupcakes and how many were cookies.
4. We know she baked 7 cupcakes, so if she had 4 pastries left after the sale, she must have sold 7 - (7-4) = 4 cupcakes.
5. Therefore, she must have sold 4 - 0 = 4 cookies.
6. So, Katie sold 4 pastries in total: 4 cupcakes and 4 cookies. Therefore, the answer (arabic numerals) is",4,False,False
 Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color? ,68,gpt-3.5-turbo-0301,sbs,"Q:  Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color? 

A: Let's think step by step. 1. Zoe bought two coloring books, one with 44 pictures and the other with 44 pictures. So in total, she has 44 + 44 = 88 pictures to color.

2. After one week, she had already colored 20 pictures. So she still has 88 - 20 = 68 pictures to color.

Therefore, Zoe still has 68 pictures to color. Therefore, the answer (arabic numerals) is",68,False,True
" John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with? ",6,gpt-3.5-turbo-0301,sbs,"Q:  John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with? 

A: Let's think step by step. 1. John bought 21 games from a friend.
2. He bought 8 more at a garage sale.
3. So, he had a total of 21 + 8 = 29 games.
4. But 23 of them didn't work.
5. So, he was left with 29 - 23 = 6 good games. Therefore, the answer (arabic numerals) is",6,False,True
 Henry had 11 dollars. For his birthday he got 18 more dollars but spent 10 on a new game. How much money does he have now? ,19,gpt-3.5-turbo-0301,sbs,"Q:  Henry had 11 dollars. For his birthday he got 18 more dollars but spent 10 on a new game. How much money does he have now? 

A: Let's think step by step. 1. Henry had 11 dollars.
2. He got 18 more dollars for his birthday, so he now has 11 + 18 = 29 dollars.
3. He spent 10 dollars on a new game, so he now has 29 - 10 = 19 dollars.
Therefore, Henry has 19 dollars now. Therefore, the answer (arabic numerals) is",19,False,False
" While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have? ",55,gpt-3.5-turbo-0301,sbs,"Q:  While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have? 

A: Let's think step by step. 1. Gwen took 41 pictures at the zoo and 29 at the museum, so she had a total of 41 + 29 = 70 pictures.
2. She deleted 15 pictures, so she now has 70 - 15 = 55 pictures from her vacation. Therefore, the answer (arabic numerals) is",55,False,True
" Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash? ",34,gpt-3.5-turbo-0301,sbs,"Q:  Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash? 

A: Let's think step by step. Step 1: Find the total number of shirts Sam had to wash.
Total number of shirts = number of short sleeve shirts + number of long sleeve shirts
Total number of shirts = 40 + 23
Total number of shirts = 63

Step 2: Find the number of shirts Sam washed before school.
Number of shirts washed = 29

Step 3: Find the number of shirts Sam did not wash.
Number of shirts not washed = Total number of shirts - Number of shirts washed
Number of shirts not washed = 63 - 29
Number of shirts not washed = 34

Therefore, Sam did not wash 34 shirts. Therefore, the answer (arabic numerals) is",34,False,True
 A pet store had 12 siamese cats and 20 house cats. During a sale they sold 20 cats. How many cats do they have left? ,12,gpt-3.5-turbo-0301,sbs,"Q:  A pet store had 12 siamese cats and 20 house cats. During a sale they sold 20 cats. How many cats do they have left? 

A: Let's think step by step. First, we need to find the total number of cats the pet store had before the sale:

12 (Siamese cats) + 20 (house cats) = 32 cats

Then, we need to subtract the number of cats sold during the sale:

32 (total cats) - 20 (cats sold) = 12 cats left

Therefore, the pet store has 12 cats left after the sale. Therefore, the answer (arabic numerals) is",12,False,False
" Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good, how many bad carrots did they have? ",16,gpt-3.5-turbo-0301,sbs,"Q:  Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good, how many bad carrots did they have? 

A: Let's think step by step. 1. Faye picked 23 carrots and her mother picked 5, so they picked a total of 23 + 5 = 28 carrots.
2. Out of the 28 carrots, only 12 were good. This means that 28 - 12 = 16 were bad.
3. Therefore, Faye and her mom had 16 bad carrots. Therefore, the answer (arabic numerals) is",16,False,False
" The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, how many extra did the cafeteria end up with? ",73,gpt-3.5-turbo-0301,sbs,"Q:  The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, how many extra did the cafeteria end up with? 

A: Let's think step by step. Step 1: Find the total number of apples ordered by the cafeteria.
Total apples = 43 (red) + 32 (green) = 75 apples

Step 2: Find the number of apples needed for 2 students.
Each student needs 1 apple, so 2 students need 2 apples.

Step 3: Subtract the number of apples needed from the total number of apples ordered to find the extra apples.
Extra apples = Total apples - Apples needed
Extra apples = 75 - 2
Extra apples = 73

Therefore, the cafeteria ended up with 73 extra apples. Therefore, the answer (arabic numerals) is",73,False,True
" There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut? ",17,gpt-3.5-turbo-0301,sbs,"Q:  There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut? 

A: Let's think step by step. Step 1: Find the total number of students who tried out for the basketball team.

Total number of students = 39 girls + 4 boys = 43 students

Step 2: Find the number of students who got called back.

Number of students called back = 26

Step 3: Find the number of students who didn't make the cut.

Number of students who didn't make the cut = Total number of students - Number of students called back

Number of students who didn't make the cut = 43 - 26

Number of students who didn't make the cut = 17

Therefore, 17 students didn't make the cut. Therefore, the answer (arabic numerals) is",17,False,False
 A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left? ,18,gpt-3.5-turbo-0301,sbs,"Q:  A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left? 

A: Let's think step by step. First, we need to find the total number of cats the pet store had before the sale:

38 siamese cats + 25 house cats = 63 cats

Next, we need to subtract the number of cats sold during the sale:

63 cats - 45 cats = 18 cats

Therefore, the pet store has 18 cats left after the sale. Therefore, the answer (arabic numerals) is",18,False,True
 For the school bake sale Paige made pastries. She baked 36 cupcakes and 9 cookies. After the sale she had 4 to take back home. How many pastries did she sell? ,41,gpt-3.5-turbo-0301,sbs,"Q:  For the school bake sale Paige made pastries. She baked 36 cupcakes and 9 cookies. After the sale she had 4 to take back home. How many pastries did she sell? 

A: Let's think step by step. Paige baked 36 cupcakes and 9 cookies, so she made a total of 36 + 9 = 45 pastries.

After the sale, she had 4 pastries left, so she must have sold 45 - 4 = 41 pastries.

Therefore, Paige sold 41 pastries at the school bake sale. Therefore, the answer (arabic numerals) is",41,False,False
 Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,7,gpt-3.5-turbo-0301,sbs,"Q:  Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? 

A: Let's think step by step. First, we need to add up Carol's scores in the first two rounds: 

17 + 6 = 23 

So at the end of the second round, Carol had 23 points. 

Next, we need to subtract the 16 points she lost in the last round: 

23 - 16 = 7 

Therefore, at the end of the game, Carol had 7 points. Therefore, the answer (arabic numerals) is",7,False,True
 Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color? ,36,gpt-3.5-turbo-0301,sbs,"Q:  Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color? 

A: Let's think step by step. 1. Gwen bought two coloring books: one with 10 pictures and the other with 39 pictures.
2. She has a total of 10 + 39 = 49 pictures to color.
3. After one week, she colored 13 pictures.
4. Therefore, she still has 49 - 13 = 36 pictures to color. Therefore, the answer (arabic numerals) is",36,False,True
" For Halloween Janet and her sister combined the candy they received. Janet had 34 pieces of candy while her sister had 33. If they ate 4 pieces the first night, how many pieces do they have left? ",63,gpt-3.5-turbo-0301,sbs,"Q:  For Halloween Janet and her sister combined the candy they received. Janet had 34 pieces of candy while her sister had 33. If they ate 4 pieces the first night, how many pieces do they have left? 

A: Let's think step by step. 1. Janet had 34 pieces of candy and her sister had 33, so together they had 34 + 33 = 67 pieces of candy.
2. They ate 4 pieces on the first night, so they now have 67 - 4 = 63 pieces of candy left. Therefore, the answer (arabic numerals) is",63,False,False
" Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have? ",13,gpt-3.5-turbo-0301,sbs,"Q:  Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have? 

A: Let's think step by step. 1. Haley picked 39 carrots and her mother picked 38, so they picked a total of 39 + 38 = 77 carrots.
2. We know that only 64 of these carrots were good, so we can subtract 64 from 77 to find the number of bad carrots: 77 - 64 = 13.
3. Therefore, Haley and her mom had 13 bad carrots. Therefore, the answer (arabic numerals) is",13,False,True
" There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",56,gpt-3.5-turbo-0301,sbs,"Q:  There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? 

A: Let's think step by step. Step 1: Find the total number of students trying out for the basketball team.

Total number of students = number of girls + number of boys
Total number of students = 30 + 36
Total number of students = 66

Step 2: Find the number of students who made the cut.

Number of students who made the cut = 10

Step 3: Find the number of students who didn't make the cut.

Number of students who didn't make the cut = Total number of students - Number of students who made the cut
Number of students who didn't make the cut = 66 - 10
Number of students who didn't make the cut = 56

Therefore, 56 students didn't make the cut. Therefore, the answer (arabic numerals) is",56,False,False
 Roger had 29 dollars. For his birthday he got 20 more dollars but spent 34 on a new game. How much money does he have now? ,15,gpt-3.5-turbo-0301,sbs,"Q:  Roger had 29 dollars. For his birthday he got 20 more dollars but spent 34 on a new game. How much money does he have now? 

A: Let's think step by step. 1. Roger had 29 dollars.
2. He got 20 more dollars for his birthday, so he now has 29 + 20 = 49 dollars.
3. He spent 34 dollars on a new game, so he now has 49 - 34 = 15 dollars.
4. Therefore, Roger now has 15 dollars. Therefore, the answer (arabic numerals) is",15,False,False
" Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5,gpt-3.5-turbo-0301,sbs,"Q:  Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? 

A: Let's think step by step. 1. Dave had to wash a total of 29 + 11 = 40 shirts.
2. He washed 35 of them before school started.
3. Therefore, he did not wash 40 - 35 = 5 shirts. Therefore, the answer (arabic numerals) is",5,False,False
" Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ",24,gpt-3.5-turbo-0301,sbs,"Q:  Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? 

A: Let's think step by step. 1. Edward bought 41 games from a friend.
2. He bought 14 more at a garage sale.
3. So, he had a total of 41 + 14 = 55 games.
4. But 31 of them didn't work.
5. Therefore, he had 55 - 31 = 24 good games. Therefore, the answer (arabic numerals) is",24,False,True
" At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? ",15,gpt-3.5-turbo-0301,sbs,"Q:  At the schools book fair Sam bought 13 adventure books and 17 mystery books. If 15 of the books were used, how many new books did he buy? 

A: Let's think step by step. 1. Sam bought 13 adventure books and 17 mystery books, so he bought a total of 13 + 17 = 30 books.
2. Out of these 30 books, 15 were used. So, Sam bought 30 - 15 = 15 new books. 

Therefore, Sam bought 15 new books at the school book fair. Therefore, the answer (arabic numerals) is",15,False,False
" Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? ",14,gpt-3.5-turbo-0301,sbs,"Q:  Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive? 

A: Let's think step by step. 1. Amy had 26 music files and 36 video files on her flash drive.
2. The total number of files on her flash drive is 26 + 36 = 62.
3. Amy deleted 48 of the files.
4. The number of files remaining on her flash drive is 62 - 48 = 14.
5. Therefore, there were 14 files still on her flash drive after she deleted 48 of them. Therefore, the answer (arabic numerals) is",14,False,True
 Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? ,1,gpt-3.5-turbo-0301,sbs,"Q:  Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? 

A: Let's think step by step. Oliver had 35 dollars.
He got 50 more dollars for his birthday, so he now has 35 + 50 = 85 dollars.
He spent 84 dollars on a new game, so he now has 85 - 84 = 1 dollar left. Therefore, the answer (arabic numerals) is",1,False,False
 Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? ,1,gpt-3.5-turbo-0301,sbs,"Q:  Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game? 

A: Let's think step by step. Emily scored 16 points in the first round and 33 points in the second round, so her total score before losing points in the last round was:

16 + 33 = 49

Then, she lost 48 points in the last round, so her final score was:

49 - 48 = 1

Therefore, Emily had 1 point at the end of the game. Therefore, the answer (arabic numerals) is",1,False,True
" Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? ",11,gpt-3.5-turbo-0301,sbs,"Q:  Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework? 

A: Let's think step by step. 1. Paige had 43 math problems and 12 science problems for homework.
2. So, the total number of problems for homework is 43 + 12 = 55.
3. Paige finished 44 of the problems at school.
4. Therefore, she still had to do 55 - 44 = 11 problems for homework. Therefore, the answer (arabic numerals) is",11,False,True
" The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? ",35,gpt-3.5-turbo-0301,sbs,"Q:  The school cafeteria ordered 33 red apples and 23 green apples for students lunches. But, if only 21 students wanted fruit, how many extra did the cafeteria end up with? 

A: Let's think step by step. Step 1: Find the total number of apples ordered
33 + 23 = 56

Step 2: Find the total number of apples needed for 21 students
21 x 2 = 42 (since each student gets 2 apples)

Step 3: Find the difference between the total number of apples ordered and the total number of apples needed
56 - 42 = 14

Therefore, the cafeteria ended up with 14 extra apples. Therefore, the answer (arabic numerals) is",14,False,False
