Question,Target Answer,Model Name,Prompt Style,Full Prompt,Answer,"Sample (n=300, model=gpt-4-0314)","Sample (n=300, model=gpt-3.5-turbo-0301)"
A waiter had some customers. After 9 customers left he still had 12 customers. How many customers did he have at the start?,21.0,gpt-3.5-turbo-0301,sbs,"Q: A waiter had some customers. After 9 customers left he still had 12 customers. How many customers did he have at the start?

A: Let's think step by step. 1. The waiter had some customers at the start.
2. 9 customers left, so the number of customers decreased by 9.
3. After 9 customers left, the waiter still had 12 customers.
4. So, we can write an equation to represent this situation: 

Number of customers at the start - 9 = 12 

5. Now we can solve for the unknown variable (number of customers at the start): 

Number of customers at the start = 12 + 9 

Number of customers at the start = 21 

Therefore, the waiter had 21 customers at the start. Therefore, the answer (arabic numerals) is",21,False,False
3 birds were sitting on the fence. 6 more storks and 2 more birds came to join them. How many more storks than birds are sitting on the fence?,1.0,gpt-3.5-turbo-0301,sbs,"Q: 3 birds were sitting on the fence. 6 more storks and 2 more birds came to join them. How many more storks than birds are sitting on the fence?

A: Let's think step by step. First, we need to find out how many birds were sitting on the fence before the new arrivals. We know that there were 3 birds sitting on the fence.

Next, we need to add the new arrivals. We know that 6 more storks and 2 more birds came to join them. So, we add 6 storks and 2 birds to the original 3 birds:

3 + 6 + 2 = 11

Now we know that there are 11 birds and storks sitting on the fence.

Finally, we need to find out how many more storks than birds are sitting on the fence. To do this, we need to subtract the number of birds from the number of storks:

6 - 3 = 3

So, there are 3 more storks than birds sitting on the fence. Therefore, the answer (arabic numerals) is",3,False,False
They decided to hold the party in their backyard. If they have 11 sets of tables and each set has 13 chairs How many chairs do they have in the backyard?,143.0,gpt-3.5-turbo-0301,sbs,"Q: They decided to hold the party in their backyard. If they have 11 sets of tables and each set has 13 chairs How many chairs do they have in the backyard?

A: Let's think step by step. Step 1: Find the total number of tables and chairs. 

To do this, we need to multiply the number of sets of tables by the number of chairs in each set: 

11 sets x 13 chairs per set = 143 chairs 

Step 2: Answer the question. 

Therefore, they have 143 chairs in their backyard. Therefore, the answer (arabic numerals) is",143,False,True
In a school there are 458 more girls than boys. If there are 692 girls How many pupils are there in that school?,926.0,gpt-3.5-turbo-0301,sbs,"Q: In a school there are 458 more girls than boys. If there are 692 girls How many pupils are there in that school?

A: Let's think step by step. 1. Let's start by finding the number of boys in the school. We know that there are 458 fewer boys than girls, so we can set up an equation:

number of girls = number of boys + 458

2. We also know that there are 692 girls in the school, so we can substitute that into the equation:

692 = number of boys + 458

3. Now we can solve for the number of boys:

692 - 458 = number of boys

234 = number of boys

4. Finally, we can find the total number of pupils in the school by adding the number of boys and girls:

total number of pupils = number of boys + number of girls

total number of pupils = 234 + 692

total number of pupils = 926

Therefore, there are 926 pupils in the school. Therefore, the answer (arabic numerals) is",926,False,True
After resting they decided to go for a swim. The depth of the water is 15 times Dean's height. Dean is 4 feet taller than Ron. If Ron stands at 13 feet How deep was the water?,255.0,gpt-3.5-turbo-0301,sbs,"Q: After resting they decided to go for a swim. The depth of the water is 15 times Dean's height. Dean is 4 feet taller than Ron. If Ron stands at 13 feet How deep was the water?

A: Let's think step by step. 1. We know that Dean is 4 feet taller than Ron, so Dean's height is 13 + 4 = 17 feet.
2. The depth of the water is 15 times Dean's height, so it is 15 x 17 = 255 feet deep. Therefore, the answer (arabic numerals) is",255,False,True
6 birds were sitting on the fence. 4 more birds and 8 more storks came to join them. How many birds are sitting on the fence?,10.0,gpt-3.5-turbo-0301,sbs,"Q: 6 birds were sitting on the fence. 4 more birds and 8 more storks came to join them. How many birds are sitting on the fence?

A: Let's think step by step. - There were 6 birds sitting on the fence.
- 4 more birds came to join them, so now there are 6 + 4 = 10 birds on the fence.
- 8 more storks also came to join them, but the question only asks about the number of birds, not storks. So we can ignore the storks for now.
- Therefore, the answer is 10 birds sitting on the fence. Therefore, the answer (arabic numerals) is",10,False,False
Marco and his dad went strawberry picking. Together they collected strawberries that weighed 36 pounds. On the way back Marco ' dad lost 8 pounds of strawberries. Marco's strawberries now weighed 12 pounds. How much did his dad's strawberries weigh now?,16.0,gpt-3.5-turbo-0301,sbs,"Q: Marco and his dad went strawberry picking. Together they collected strawberries that weighed 36 pounds. On the way back Marco ' dad lost 8 pounds of strawberries. Marco's strawberries now weighed 12 pounds. How much did his dad's strawberries weigh now?

A: Let's think step by step. 1. Marco and his dad collected strawberries that weighed 36 pounds.
2. On the way back, his dad lost 8 pounds of strawberries.
3. Marco's strawberries now weighed 12 pounds.
4. We need to find out how much his dad's strawberries weighed now.

To solve this problem, we can use algebra. Let's call the weight of his dad's strawberries ""x"". Then we can set up an equation:

x + 12 = 36 - 8

The left side of the equation represents the total weight of strawberries after his dad lost 8 pounds and Marco's strawberries weighed 12 pounds. The right side of the equation represents the original weight of all the strawberries they collected, minus the 8 pounds his dad lost.

Now we can simplify and solve for x:

x + 12 = 28
x = 16

So his dad's strawberries weighed 16 pounds after he lost 8 pounds on the way back. Therefore, the answer (arabic numerals) is",16,False,False
In a school there are 697 girls and the rest are boys. If there are 228 more girls than boys How many boys are there in that school?,469.0,gpt-3.5-turbo-0301,sbs,"Q: In a school there are 697 girls and the rest are boys. If there are 228 more girls than boys How many boys are there in that school?

A: Let's think step by step. 1. We know that there are 697 girls in the school.
2. We also know that there are 228 more girls than boys.
3. Let's use ""x"" to represent the number of boys in the school.
4. According to step 2, the number of girls is x + 228.
5. We know that the total number of students in the school is the sum of the number of girls and the number of boys. Therefore, we can write an equation: 

x + (x + 228) = total number of students

6. We can simplify this equation by combining like terms: 

2x + 228 = total number of students

7. We don't know the total number of students, but we don't need to know it to solve for x. We just need to use the information we have to isolate x. 

8. Let's start by subtracting 228 from both sides of the equation: 

2x = total number of students - 228

9. Now we can divide both sides by 2 to solve for x: 

x = (total number of students - 228) / 2

10. We still don't know the total number of students, but we can use the fact that there are 697 girls to find it. 

11. We know that the total number of students is the sum of the number of girls and the number of boys: 

total number of students = 697 + x

12. We can substitute the expression we found for x in step 9: 

total number of students = 697 + (total number of students - 228) / 2

13. Now we can solve for the total number of students: 

2(total number of students) = 1394 + total number of students - 228

14. Simplifying this equation: 

total number of students = 1163

15. Finally, we can use this value to find the number of boys: 

x = (total number of students - 228) / 2 = (1163 - 228) / 2 = 467

Therefore, there are 467 boys in the school. Therefore, the answer (arabic numerals) is",467,False,False
In a school there are 732 girls and 761 boys. 682 more girls and 8 more boys joined the school. How many girls are there in the school now?,1414.0,gpt-3.5-turbo-0301,sbs,"Q: In a school there are 732 girls and 761 boys. 682 more girls and 8 more boys joined the school. How many girls are there in the school now?

A: Let's think step by step. First, we add the initial number of girls and boys: 

732 + 761 = 1493 

Next, we add the number of new girls and boys: 

682 + 8 = 690 

Now, we add the two totals to get the new total number of students: 

1493 + 690 = 2183 

Finally, we subtract the initial number of boys from the new total to get the new number of girls: 

2183 - 769 = 1414 

Therefore, there are 1414 girls in the school now. Therefore, the answer (arabic numerals) is",1414,False,False
Danny collects bottle caps and wrappers. He found 22 bottle caps and 30 wrappers at the park. Now he has 17 bottle caps and 57 wrappers in his collection. How many wrappers did danny have at first?,27.0,gpt-3.5-turbo-0301,sbs,"Q: Danny collects bottle caps and wrappers. He found 22 bottle caps and 30 wrappers at the park. Now he has 17 bottle caps and 57 wrappers in his collection. How many wrappers did danny have at first?

A: Let's think step by step. 1. Danny found 22 bottle caps and 30 wrappers at the park, so he had 22+30 = 52 bottle caps and wrappers.
2. Now he has 17 bottle caps and 57 wrappers in his collection, so he had 17+57 = 74 bottle caps and wrappers.
3. To find out how many wrappers Danny had at first, we need to subtract the number of bottle caps from the total number of bottle caps and wrappers he had at first: 

    Total - Bottle caps = Wrappers at first
    52 + (Wrappers at first) - 17 = 74
    (Wrappers at first) + 35 = 74
    (Wrappers at first) = 39

Therefore, Danny had 39 wrappers at first. Therefore, the answer (arabic numerals) is",39,False,False
Paul got a box of 457 erasers and 617 crayons for his birthday. At the end of the school year he only had 523 crayons left while not having lost a single eraser. How many more crayons than erasers did he have left?,66.0,gpt-3.5-turbo-0301,sbs,"Q: Paul got a box of 457 erasers and 617 crayons for his birthday. At the end of the school year he only had 523 crayons left while not having lost a single eraser. How many more crayons than erasers did he have left?

A: Let's think step by step. 1. Paul got 457 erasers and 617 crayons for his birthday.
2. At the end of the school year, he had 523 crayons left.
3. He didn't lose any erasers, so he still had all 457 erasers.
4. To find out how many more crayons than erasers he had left, we need to subtract the number of erasers from the number of crayons he had left: 

523 crayons - 457 erasers = 66 more crayons than erasers left. 

Therefore, Paul had 66 more crayons than erasers left at the end of the school year. Therefore, the answer (arabic numerals) is",66,False,False
Baker made 121 cakes. He sold 105 of them and bought 170 new cakes. How many cakes does baker still have?,186.0,gpt-3.5-turbo-0301,sbs,"Q: Baker made 121 cakes. He sold 105 of them and bought 170 new cakes. How many cakes does baker still have?

A: Let's think step by step. 1. Baker made 121 cakes.
2. He sold 105 of them, so he has 121 - 105 = 16 cakes left.
3. He bought 170 new cakes, so he now has 16 + 170 = 186 cakes. 

Therefore, Baker still has 186 cakes. Therefore, the answer (arabic numerals) is",186,False,False
An industrial machine worked for 5 minutes. It can make 4 shirts a minute. How many shirts did machine make?,20.0,gpt-3.5-turbo-0301,sbs,"Q: An industrial machine worked for 5 minutes. It can make 4 shirts a minute. How many shirts did machine make?

A: Let's think step by step. First, we need to find out how many shirts the machine can make in 1 minute. We know that it can make 4 shirts a minute, so:

4 shirts/minute

Next, we need to find out how many minutes the machine worked. We know that it worked for 5 minutes, so:

5 minutes

Now we can use multiplication to find out how many shirts the machine made in total:

4 shirts/minute x 5 minutes = 20 shirts

Therefore, the machine made 20 shirts in 5 minutes. Therefore, the answer (arabic numerals) is",20,False,False
The bananas in Philip's collection are organized into groups of size 18. If there are a total of 180 bananas in Philip's banana collection How many groups are there?,10.0,gpt-3.5-turbo-0301,sbs,"Q: The bananas in Philip's collection are organized into groups of size 18. If there are a total of 180 bananas in Philip's banana collection How many groups are there?

A: Let's think step by step. 1. We know that the bananas are organized into groups of size 18.
2. We also know that there are a total of 180 bananas.
3. To find the number of groups, we need to divide the total number of bananas by the size of each group.
4. So, 180 divided by 18 gives us 10.
5. Therefore, there are 10 groups of bananas in Philip's collection. Therefore, the answer (arabic numerals) is",10,False,False
There were some birds sitting on the fence. 4 more birds came to join them. If there are a total of 5 birds on the fence now How many birds had been sitting on the fence at the start?,1.0,gpt-3.5-turbo-0301,sbs,"Q: There were some birds sitting on the fence. 4 more birds came to join them. If there are a total of 5 birds on the fence now How many birds had been sitting on the fence at the start?

A: Let's think step by step. 1. Let's assume the number of birds sitting on the fence at the start was x.
2. Then, 4 more birds came to join them, so the total number of birds on the fence became x + 4.
3. We know that the total number of birds on the fence now is 5, so we can set up an equation: x + 4 = 5.
4. Solving for x, we get x = 1.
5. Therefore, there was 1 bird sitting on the fence at the start. Therefore, the answer (arabic numerals) is",1,False,False
Jerry had 3 action figures on a shelf in his room. Later he added 4 more action figures to the shelf and removed some of the old ones. If there are 6 action figures on his shelf now How many action figures did he remove from the shelf?,1.0,gpt-3.5-turbo-0301,sbs,"Q: Jerry had 3 action figures on a shelf in his room. Later he added 4 more action figures to the shelf and removed some of the old ones. If there are 6 action figures on his shelf now How many action figures did he remove from the shelf?

A: Let's think step by step. 1. Jerry had 3 action figures on the shelf.
2. He added 4 more action figures, so now there are 3 + 4 = 7 action figures on the shelf.
3. He removed some of the old ones, so the total number of action figures decreased from 7 to 6.
4. To find out how many action figures he removed, we can subtract the final number of action figures from the number he had after adding the new ones: 7 - 6 = 1.
5. Therefore, Jerry removed 1 action figure from the shelf. Therefore, the answer (arabic numerals) is",1,False,True
Danny collects bottle caps and wrappers. He found 65 wrappers and 5 bottle caps at the park. Now he has 31 bottle caps and 9 wrappers in his collection. How many more wrappers than bottle caps did danny find at the park?,60.0,gpt-3.5-turbo-0301,sbs,"Q: Danny collects bottle caps and wrappers. He found 65 wrappers and 5 bottle caps at the park. Now he has 31 bottle caps and 9 wrappers in his collection. How many more wrappers than bottle caps did danny find at the park?

A: Let's think step by step. 1. Danny found 65 wrappers and 5 bottle caps at the park.
2. Now he has 31 bottle caps and 9 wrappers in his collection.
3. To find out how many more wrappers than bottle caps Danny found at the park, we need to subtract the number of bottle caps from the number of wrappers he found at the park.
4. So, 65 wrappers - 5 bottle caps = 60 more wrappers than bottle caps that Danny found at the park.
5. Therefore, Danny found 60 more wrappers than bottle caps at the park. Therefore, the answer (arabic numerals) is",60,False,False
Because of the decision Sofia asked the students to suggest specific types of food from a total of 66 choices. If 450 students suggested adding mashed potatoes 38 suggested adding bacon to the menu and the rest did not participate How many students participated in the suggestion of new food items?,488.0,gpt-3.5-turbo-0301,sbs,"Q: Because of the decision Sofia asked the students to suggest specific types of food from a total of 66 choices. If 450 students suggested adding mashed potatoes 38 suggested adding bacon to the menu and the rest did not participate How many students participated in the suggestion of new food items?

A: Let's think step by step. First, we know that 450 students suggested adding mashed potatoes and 38 suggested adding bacon. 

So the total number of students who suggested either mashed potatoes or bacon is: 

450 + 38 = 488 

Now, we need to find out how many students did not suggest either mashed potatoes or bacon. 

We know that there were a total of 66 choices, and we already accounted for 2 of them (mashed potatoes and bacon). 

So the number of choices that were not suggested is: 

66 - 2 = 64 

Therefore, the number of students who did not participate in suggesting new food items is: 

64 - 488 = -424 

Wait a minute, that doesn't make sense! A negative number of students? 

This means that there must be an error in the problem statement. Perhaps the number of students who suggested mashed potatoes was supposed to be 350 instead of 450. 

Let's assume that's the case. 

Then the total number of students who suggested either mashed potatoes or bacon is: 

350 + 38 = 388 

And the number of students who did not participate is: 

64 - 388 = -324 

Still a negative number. 

Let's try another assumption. Perhaps the total number of choices was supposed to be 76 instead of 66. 

Then the number of choices that were not suggested is: 

76 - 2 = 74 

And the number of students who did not participate is: 

74 - 488 = -414 

Another negative number. 

At this point, we can conclude that there is no way to solve this problem with the given information. We need to know either the total number of students who participated or the percentage of students who suggested mashed potatoes and bacon. Therefore, the answer (arabic numerals) is",not possible to determine.,False,False
Matthew gave equal numbers of crackers and cakes to his 28 friends. If he had 13 crackers and 15 cakes initially How many crackers and cakes did each person eat?,1.0,gpt-3.5-turbo-0301,sbs,"Q: Matthew gave equal numbers of crackers and cakes to his 28 friends. If he had 13 crackers and 15 cakes initially How many crackers and cakes did each person eat?

A: Let's think step by step. 1. Matthew gave equal numbers of crackers and cakes to his 28 friends, so he gave each friend the same amount of crackers and cakes.
2. We need to find out how many crackers and cakes each person ate, so we need to divide the total number of crackers and cakes by the number of friends.
3. The total number of crackers and cakes is 13 + 15 = 28.
4. Matthew had 28 friends, so each person received 28/28 = 1 cracker and 1 cake.
5. Therefore, each person ate 1 cracker and 1 cake. Therefore, the answer (arabic numerals) is",1 cracker and 1 cake per person.,False,False
"A grocery store had 49 bottles of regular soda, 40 bottles of diet soda and 6 bottles of lite soda. How many bottles of regular soda and diet soda did they have altogether?",89.0,gpt-3.5-turbo-0301,sbs,"Q: A grocery store had 49 bottles of regular soda, 40 bottles of diet soda and 6 bottles of lite soda. How many bottles of regular soda and diet soda did they have altogether?

A: Let's think step by step. 1. Add the number of regular soda bottles and diet soda bottles: 

49 + 40 = 89 

2. Therefore, the grocery store had 89 bottles of regular and diet soda altogether. Therefore, the answer (arabic numerals) is",89,False,True
"Dan has $ 3. He bought 2 candy bar for $ 4, each one costing the same amount of money. How much did each candy bar cost?",2.0,gpt-3.5-turbo-0301,sbs,"Q: Dan has $ 3. He bought 2 candy bar for $ 4, each one costing the same amount of money. How much did each candy bar cost?

A: Let's think step by step. 1. Dan has $3.
2. He bought 2 candy bars for $4 in total.
3. We need to find out how much each candy bar costs.
4. Let's use algebra to solve the problem. Let x be the cost of one candy bar.
5. We know that Dan bought 2 candy bars, so the total cost is 2x.
6. We also know that the total cost is $4.
7. So we can write an equation: 2x = 4.
8. To solve for x, we divide both sides by 2: x = 2.
9. Therefore, each candy bar costs $2. Therefore, the answer (arabic numerals) is",$2.00 ,False,False
Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans. How many more bags did she find on the next day than she had on monday?,5.0,gpt-3.5-turbo-0301,sbs,"Q: Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans. How many more bags did she find on the next day than she had on monday?

A: Let's think step by step. Step 1: Find out how many bags of cans Tiffany had in total on Monday and the next day.

On Monday: 7 bags
Next day: 7 bags + 12 bags = 19 bags

Step 2: Find out how many more bags Tiffany found on the next day than she had on Monday.

19 bags - 7 bags = 12 bags

Therefore, Tiffany found 12 more bags of cans on the next day than she had on Monday. Therefore, the answer (arabic numerals) is",12,False,False
There were 15 roses and 62 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 17 roses and 96 orchids in the vase. How many roses did she cut?,2.0,gpt-3.5-turbo-0301,sbs,"Q: There were 15 roses and 62 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 17 roses and 96 orchids in the vase. How many roses did she cut?

A: Let's think step by step. Step 1: Find the difference in the number of roses and orchids between the two situations.

In the first situation, there were 15 roses and 62 orchids, so the total number of flowers in the vase was:

15 + 62 = 77

In the second situation, there are 17 roses and 96 orchids, so the total number of flowers in the vase is:

17 + 96 = 113

The difference between these two situations is:

113 - 77 = 36

Step 2: Determine how many of the additional flowers are roses.

We know that Jessica added some more roses and orchids to the vase. Let's say she added r roses and o orchids. Then we can write:

r + o = 36

But we don't know how many of the additional flowers are roses and how many are orchids. However, we do know that the total number of roses in the vase increased by:

17 - 15 = 2

So Jessica must have added 2 more roses to the vase. Therefore, we can write:

r = 2

Step 3: Solve for the number of orchids Jessica added.

We can use the equation we wrote in step 2 to solve for o:

r + o = 36

2 + o = 36

o = 36 - 2

o = 34

Therefore, Jessica added 2 more roses and 34 more orchids to the vase. Therefore, the answer (arabic numerals) is",Jessica cut 13 roses.,False,False
There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all baskets How many baskets of peaches are there?,1.0,gpt-3.5-turbo-0301,sbs,"Q: There are some baskets of peaches. Each basket has 4 red peaches and 3 green peaches. If there are a total of 7 peaches in all baskets How many baskets of peaches are there?

A: Let's think step by step. First, we know that each basket has 4 red peaches and 3 green peaches, so there are a total of 7 peaches in each basket. 

Let's use ""x"" to represent the number of baskets. 

So, the total number of peaches can be represented as: 

7x 

And we know that the total number of peaches is 7. 

So we can set up an equation: 

7x = 7 

Now we can solve for x: 

x = 1 

Therefore, there is only 1 basket of peaches. Therefore, the answer (arabic numerals) is",1,False,False
There were 78 dollars in Olivia's wallet. She spent 15 dollars at a supermarket. How much money does she have left?,63.0,gpt-3.5-turbo-0301,sbs,"Q: There were 78 dollars in Olivia's wallet. She spent 15 dollars at a supermarket. How much money does she have left?

A: Let's think step by step. Olivia had 78 dollars in her wallet. 

She spent 15 dollars at a supermarket. 

To find out how much money she has left, we need to subtract the amount she spent from the amount she had originally. 

So, 

78 - 15 = 63 

Therefore, Olivia has 63 dollars left in her wallet. Therefore, the answer (arabic numerals) is",63,False,True
"Jack received 6 emails in the morning, 3 emails in the afternoon and some more in the evening. If he received a total of 10 emails in the day How many emails did Jack receive in the afternoon?",1.0,gpt-3.5-turbo-0301,sbs,"Q: Jack received 6 emails in the morning, 3 emails in the afternoon and some more in the evening. If he received a total of 10 emails in the day How many emails did Jack receive in the afternoon?

A: Let's think step by step. 1. Jack received 6 emails in the morning and 3 emails in the afternoon, so he received a total of 6 + 3 = 9 emails in the morning and afternoon.
2. If he received a total of 10 emails in the day, and he received 9 emails in the morning and afternoon, then he must have received 10 - 9 = 1 email in the evening.
3. Therefore, Jack received 3 emails in the afternoon. Therefore, the answer (arabic numerals) is",3,False,False
Dan has $ 4. He bought a candy bar for $ 8. Then his friend have him $ 5 How much money is left?,1.0,gpt-3.5-turbo-0301,sbs,"Q: Dan has $ 4. He bought a candy bar for $ 8. Then his friend have him $ 5 How much money is left?

A: Let's think step by step. 1. Dan had $4.
2. He bought a candy bar for $8, which means he spent $8 from his $4. So he now has: $4 - $8 = -$4 (negative four dollars).
3. Then his friend gave him $5. Adding this to his current balance of -$4, we get: -$4 + $5 = $1.
4. Therefore, Dan now has $1 left. Therefore, the answer (arabic numerals) is",$1.00 ,False,True
